logFC	AveExpr	t	P.Value	adj.P.Val	B
PCA3	3.74250504279231	6.53619810506898	5.20956157616732	3.98409730321798e-05	0.0125222086914122	2.28983181522814
SDC4	-1.27303462606567	9.88746964604822	-5.20953671914393	3.98432592400221e-05	0.0125222086914122	2.28977916118986
RGS7BP	-1.14360646464041	6.38110921317006	-5.20029766531155	4.07023200551428e-05	0.0125222086914122	2.27020391486858
STK31	0.882942812124246	5.50773488693818	5.19988554524556	4.07410753270821e-05	0.0125222086914122	2.26933053235291
CLIC4	-0.716108839721163	8.33491292580923	-5.19301543177282	4.13926855046761e-05	0.0125222086914122	2.25476854833042
SPOP	-0.635264145772636	8.67553905285225	-5.18610390762403	4.20589154110704e-05	0.0125222086914122	2.2401139598764
DSTN	-0.69150377776774	9.98380694748287	-5.18609130905916	4.20601397373114e-05	0.0125222086914122	2.24008724257718
LINC00992 /// LINC00992	2.06694467462884	7.06140506342307	5.17681383643167	4.29716298416726e-05	0.0126336591734518	2.22040851754088
ZNF577	1.55230866628252	6.64153300984154	5.16845040442313	4.38105155886362e-05	0.0126953382121418	2.20266119195653
FHL1	-1.23362222738246	8.27227102391901	-5.15984452106192	4.46911004074865e-05	0.0126953382121418	2.18439210180828
MMP26	2.7514841137797	6.95555418216699	5.1587852397371	4.48007258336635e-05	0.0126953382121418	2.1821428871384
PARM1	-1.32783360394087	9.21280331935998	-5.15251209846418	4.545555897422e-05	0.0127275565127816	2.16882059947919
PGRMC1	-0.893934956566079	8.63780534857986	-5.14303037465629	4.64638337191022e-05	0.0128212757335953	2.14867687979311
TPX2	0.619981168520452	3.99910893680456	5.13241632999248	4.76195028111039e-05	0.0128212757335953	2.12611713213225
ST8SIA1	-1.42910428943838	5.2774946534603	-5.13044252381939	4.7837611705727e-05	0.0128212757335953	2.12192067318594
KCNAB1	-0.736304788588983	4.9377072271922	-5.12924207239514	4.79707595474656e-05	0.0128212757335953	2.11936823923878
LOC101928099	1.38005817263333	4.86075903097056	5.11580212639215	4.94873978787657e-05	0.0129715877109869	2.09078234099471
LOC102723845	-1.04861828283684	5.47005758720769	-5.11450629037525	4.96361774655111e-05	0.0129715877109869	2.08802526286603
CD40	-0.833699486636532	5.80221135169753	-5.10757815362461	5.04393627586398e-05	0.0130366352976177	2.07328192656966
P2RX5	1.54145079527129	5.83150434856037	5.07271780609191	5.46855940311244e-05	0.0139697311801895	1.99902888322784
ZNF721	0.478704230054194	8.71720562012116	5.06839021848081	5.5237457472688e-05	0.0139697311801895	1.98980313480806
FAM107A	-1.37794356658656	7.87536978051539	-5.0610178443739	5.61906488550487e-05	0.0140468551691934	1.97408239204287
TMEM184A	0.781359192966879	6.43269042954247	5.05685011887402	5.67368724946163e-05	0.0140468551691934	1.96519298575005
C6orf47	-0.550032780676453	8.47120095790388	-5.04579599051988	5.82118763551385e-05	0.0142619097070089	1.94160778334
ATP2B4	-0.9325875852815	6.58557629310956	-5.03434107770559	5.97814369776407e-05	0.0142786936895447	1.91715578220503
PXDC1	-0.835526087376569	9.03342941180945	-5.0248837129569	6.11096094208595e-05	0.0142786936895447	1.89695892954808
BIRC5	0.800764923133103	4.67334356789299	5.02416552098753	6.12116855619136e-05	0.0142786936895447	1.89542485524615
PALLD	-0.957844114463646	10.0326898487565	-5.02322827209359	6.13451563017384e-05	0.0142786936895447	1.89342280141457
PAOX	0.853562202165509	6.92334205455259	5.0065867706789	6.37647968616375e-05	0.0142786936895447	1.85786201770998
TECPR2	-0.615337755669901	7.46916645017312	-5.00355186898164	6.42163936219825e-05	0.0142786936895447	1.85137419246744
FAM13B	-0.787034931619107	9.11821735885686	-5.00267346508356	6.43477053684367e-05	0.0142786936895447	1.84949624479741
LINC00324	1.08960419246446	6.11296981578484	5.00195390320246	6.44554748469929e-05	0.0142786936895447	1.84795783677497
STAMBPL1	0.760244796117668	5.34211925883107	5.00015000990192	6.47264509995995e-05	0.0142786936895447	1.844100952901
MAMLD1	-1.54017872433548	6.60880586949592	-4.99976748436809	6.47840612920451e-05	0.0142786936895447	1.84328304297928
LINC00665	0.748337968480884	4.68984771663926	4.99861237189728	6.49583428903608e-05	0.0142786936895447	1.84081312291405
TBC1D1	-0.846997370632273	6.14146415382599	-4.98315463281031	6.73368600733787e-05	0.0142949371010387	1.80774949454543
CPNE7	0.782214117639245	5.62119219863446	4.97981246488158	6.78626306387096e-05	0.0142949371010387	1.8005979995238
RIT1	-0.629764898449958	7.04140438172892	-4.97679288150228	6.8341232314587e-05	0.0142949371010387	1.79413594360739
CDC37L1	-0.666831569113082	7.27097207435287	-4.97667976422634	6.83592276643239e-05	0.0142949371010387	1.79389385201692
NEK5	1.39016467854949	6.62365495868691	4.97570555059974	6.85144101740322e-05	0.0142949371010387	1.79180881220427
GLYATL1	1.66172281873448	5.28922645001349	4.97467530240958	6.86789069905345e-05	0.0142949371010387	1.78960375782648
CHMP7	-0.612339868279296	8.05770921572745	-4.95542421817847	7.1827389726422e-05	0.0147142747877036	1.74838391251143
UBXN10	-1.06911939038838	5.33854810043313	-4.95345735105602	7.21571959992721e-05	0.0147142747877036	1.7441707662599
SGCB	-0.802434486426359	6.63216747962225	-4.95100592609778	7.25704028645244e-05	0.0147142747877036	1.73891921788741
GNAI2	-0.701154334265171	7.49091043482197	-4.94209337585566	7.40929963784903e-05	0.0147981331928527	1.71982217468729
DHODH	0.580321464465815	6.7256167302422	4.9400491994381	7.44467575025549e-05	0.0147981331928527	1.71544116682261
TAF4B	0.598644064583668	5.95470239909051	4.93760778606991	7.48715072257429e-05	0.0147981331928527	1.71020836522607
PEG10	-1.87469368894544	4.56977524709668	-4.93062584936125	7.60998057515578e-05	0.0149155619273053	1.69524094742257
GAS1	-0.809125899421518	6.04326555823186	-4.90752630973817	8.03110246462704e-05	0.0156108702452916	1.6456935926276
CHDH	0.80349180247565	6.92857386577738	4.89902641315544	8.19193768265854e-05	0.0157929814996827	1.62745103518034
ITIH5	-1.21481834017649	6.93515736837814	-4.89004917450568	8.36534938968888e-05	0.0158189405867432	1.60817783983739
XYLB	0.494801343313278	4.33603382028394	4.88730009278079	8.41919287886809e-05	0.0158189405867432	1.60227459141642
RBM38	-1.12888342970737	7.13320989995295	-4.88483516166548	8.46776934535927e-05	0.0158189405867432	1.59698101628136
LOC283075	-0.788420419624196	4.41038650954445	-4.88166833979376	8.53059476710435e-05	0.0158189405867432	1.59017940280358
SH3PXD2B	-0.776262013304117	5.91374723189669	-4.88081936387491	8.54751737164839e-05	0.0158189405867432	1.58835586407251
MECP2	-0.47517784766041	6.70474097591997	-4.86937345158054	8.77901467878246e-05	0.0158189405867432	1.56376548016874
KIF4A	1.13655500024734	4.60107715902795	4.86601667748873	8.84810287221766e-05	0.0158189405867432	1.55655189770722
ENAH	-0.601702996447698	7.54958232209437	-4.86438372171542	8.88191065930321e-05	0.0158189405867432	1.55304242813339
PPP1R12A	-0.68510120964589	9.2946516338386	-4.86295636934891	8.91156884042022e-05	0.0158189405867432	1.5499746665109
VWA5A	-1.29616434286349	7.64196260221172	-4.86115378265348	8.94916710291764e-05	0.0158189405867432	1.54610020661756
EIF4EBP2	-0.55539415527555	7.28890817815041	-4.85701806530258	9.03603765262222e-05	0.0158189405867432	1.5372100185899
C8orf88	-1.27788230759531	5.28418925959859	-4.85601085610135	9.0573229747785e-05	0.0158189405867432	1.53504471538446
MAMDC2	-1.16278512805239	6.80820661049131	-4.8549522551245	9.0797490612684e-05	0.0158189405867432	1.53276884813824
RPS21	0.637328689183038	10.8799965831845	4.85031951347528	9.17855511246956e-05	0.0158288774270821	1.52280801694963
CALM1 /// CALM2 /// CALM3	-0.718493939567665	9.56594024065757	-4.84838887583852	9.22005190267964e-05	0.0158288774270821	1.51865649307102
ZNF516	-1.16558416780277	8.50474795117346	-4.83348092560895	9.54694120972866e-05	0.016271308496581	1.48659010845904
NLRP12	0.745696729519469	5.69971153338838	4.8274705183652	9.68202740312744e-05	0.0163828262245725	1.47365738169215
SLC16A5	-1.35987916918342	6.57217289711342	-4.82355001928121	9.77118270164464e-05	0.0164042541881729	1.46522015025619
GLIDR	0.793380774267332	8.84266192041731	4.81907166728556	9.87404085135924e-05	0.0164042541881729	1.45558102370984
GNL1	-0.44652971291653	6.04682797052751	-4.81351321982065	0.000100032314675885	0.0164042541881729	1.44361512740303
SYNPO2	-0.899895527047208	8.49326470498989	-4.81280134884234	0.00010019899981336	0.0164042541881729	1.44208249517216
ELOVL2-AS1	0.822822324551265	4.72500529775771	4.81179886244019	0.000100434209315344	0.0164042541881729	1.43992411767933
TAF3	-0.516533570244012	6.40144053995046	-4.7974591241412	0.00010386047285329	0.0168468849759268	1.40904257741083
TMEM246	-1.51781278450195	5.91557527089414	-4.78912512155326	0.000105905832666924	0.0169672139693292	1.39108819617226
AMACR	3.23259133043487	7.58446954878739	4.7885636478272	0.000106045087308307	0.0169672139693292	1.38987841172448
PPP1R3B	-0.539725476771045	5.84821434418609	-4.78233215657725	0.000107603085964945	0.0170175997906083	1.37645022503637
C2orf88	-1.39829428663678	4.40927430099209	-4.78137750310285	0.000107843804825652	0.0170175997906083	1.3743928167302
EFCAB4A	1.37776695840272	8.36317711199816	4.77866553430588	0.000108530610909492	0.0170175997906083	1.36854781717191
JAM3	-0.680211460216179	6.73205922824147	-4.77214879114995	0.00011019911323854	0.0170285194925866	1.35450050688455
OR7E37P	0.695630967266485	8.92044698429611	4.77035207376156	0.000110663676636561	0.0170285194925866	1.35062705119066
PRNP	-0.651924907908005	8.79111446674864	-4.76993323468151	0.000110772256903306	0.0170285194925866	1.34972406533672
FOXO1	-0.700444722907397	6.64884551722405	-4.76387715123412	0.000112354333397442	0.0171595709188821	1.33666629420034
CHMP3 /// RNF103-CHMP3	-0.560069875017107	8.49328699969178	-4.75472317590672	0.000114789164386268	0.017293651625555	1.31692442681829
TBX15	0.953112716389086	4.1182414906617	4.75249006427038	0.00011539119057933	0.017293651625555	1.31210756593577
MYOCD	-1.72631094430299	6.51809580636765	-4.75231668357096	0.000115438065697795	0.017293651625555	1.31173356713018
DHX32	0.667271368948561	9.62577079129606	4.73766826836228	0.000119468709058416	0.0176514310815075	1.2801285114294
DAAM2	-0.995914900453237	8.08894714511366	-4.73623396651125	0.00011987093660153	0.0176514310815075	1.27703315788119
S100A16	-1.24697866195472	8.48631787328945	-4.73457158780163	0.00012033883716494	0.0176514310815075	1.27344543020436
MLPH	0.72966794766065	11.8764380144493	4.73283975850121	0.000120828248474605	0.0176514310815075	1.2697076287019
SEPT7	-0.536737832956513	7.46173195551792	-4.72446636631264	0.000123223071589407	0.0178643783016476	1.25163269810166
LOC100507472 /// PCSK6	1.04302268010379	5.56342775476583	4.72245650169102	0.000123805002685738	0.0178643783016476	1.24729352072378
VCL	-0.972763710307809	7.94720707325459	-4.71570323766213	0.000125780740327778	0.0180387988567643	1.23271179206073
EPHA10	0.761675043534911	3.75492229445612	4.69807009390084	0.000131090981964411	0.018686423610927	1.19462494382806
TRPM4	1.39905420241169	9.86497425667254	4.69042840858904	0.000133462072942674	0.0187065247876084	1.17811342045129
SLIT1	1.55307586883453	4.94622626200735	4.68961405360159	0.000133717294094088	0.0187065247876084	1.1763536254024
BBX	-0.734685026609954	7.46958739341823	-4.68647028813219	0.000134707191203198	0.0187065247876084	1.16955968277903
LMOD1	-1.50644864033834	8.1622049211181	-4.68491800502836	0.000135198693773734	0.0187065247876084	1.16620485412108
LOC100505938	1.52252902343406	6.97267107978118	4.68488638311802	0.000135208725080503	0.0187065247876084	1.16613651068237
CDKN1C	-0.57063099917668	6.52575594243663	-4.68132113234428	0.000136344549247954	0.0187533555456835	1.15843067251184
MTM1	-0.727919495744836	6.98692115915489	-4.67550768344859	0.00013821730775261	0.0189004132461708	1.14586405737053
HOXD13	-1.20535659562386	4.59875590063765	-4.66957314213181	0.000140155866894142	0.018968664876281	1.13303367936566
DUSP3	-0.868646098681904	7.1392420390596	-4.66826335233816	0.000140587402969676	0.018968664876281	1.13020166534634
RND3	-1.12859754165217	9.84022814819058	-4.66660441182415	0.00014113589937709	0.018968664876281	1.12661458151286
HHAT	-0.911915706479167	7.25125439367683	-4.65539700454459	0.000144898432613222	0.0193636996310396	1.10237704106835
ROCK2	-0.503087102140702	5.99666122768736	-4.65270312865109	0.00014581780870513	0.0193764681398003	1.09655012528481
PRAC1	1.02974239854704	11.0539161432553	4.64257182755075	0.000149328475797805	0.0196974585509066	1.07463232098821
CCDC78	1.82270014410944	6.33394706742555	4.64092146603685	0.000149908379277733	0.0196974585509066	1.07106144127513
KLF7	-0.596572089778605	6.892575134932	-4.63305561569119	0.000152703658198015	0.0199532780045406	1.05404012670393
MINOS1	-0.551385979453719	8.73354036975111	-4.62652172489814	0.000155065546730711	0.0200466476202135	1.0398986073878
DCTN6	-0.589279538503628	9.8734705819011	-4.62467806594068	0.000155738640036483	0.0200466476202135	1.03590790838798
LOC100289097 /// LOC283788	-0.858914431836449	5.98803276654579	-4.62215884601797	0.000156663138677213	0.0200466476202135	1.03045463453641
IDH3A	-0.619766019020091	8.07392048497169	-4.61877468080551	0.000157913772849986	0.0200466476202135	1.0231285230318
NBL1	-1.2623594430085	8.86170851238892	-4.61762289656724	0.000158341713132308	0.0200466476202135	1.02063498150674
RNASEL	-0.59933899564814	7.22805960994466	-4.61339092950992	0.000159924151030688	0.0200466476202135	1.01147244996501
RNF157	0.999206793625851	4.59189348282961	4.6125853576977	0.000160227176706655	0.0200466476202135	1.00972822177839
SCARNA15	0.745629621313081	9.32481097101075	4.61255977559245	0.00016023680920919	0.0200466476202135	1.00967283073222
C20orf194	-0.820400414719783	7.33855060876528	-4.60857247654516	0.000161745320271098	0.0201283065226255	1.00103901983073
PCDH7	-1.04559442432524	5.556449340956	-4.60147212235999	0.000164467141184548	0.020176040932953	0.985662439572295
HJURP	0.799040520026905	4.13531672667962	4.60012666235301	0.000164988086520798	0.020176040932953	0.982748417527536
NOP14	0.624648464251054	8.9213770042074	4.59776738867563	0.000165905588036568	0.020176040932953	0.977638442603746
FAM167A	-1.08734619092995	4.76547593052191	-4.59773523903075	0.000165918126227774	0.020176040932953	0.977568807460083
TMEM154	-0.685527313018719	4.294107671192	-4.59314844602959	0.000167716778717891	0.020176040932953	0.967633433775987
AIFM2	-0.691980731832744	6.17825041524967	-4.59214247533551	0.000168113878743943	0.020176040932953	0.965454280147456
EFS	-1.54120467892213	8.09406058450809	-4.59209238974675	0.000168133674441275	0.020176040932953	0.965345782464048
MIR6824 /// SLC26A6	0.71351270647663	7.54067034372767	4.58777626383824	0.000169848426227719	0.0202783501770353	0.95599553627813
SBDS /// SBDSP1	-0.443642001914963	10.178580425102	-4.58515977723675	0.000170896501915552	0.0202812078456724	0.95032686815203
EFEMP1	-1.21794286632654	6.39338309370478	-4.58342012405613	0.000171596954136429	0.0202812078456724	0.946557694456363
ACSBG1	-1.34910680467561	5.39974905928905	-4.58066514242836	0.000172712142964671	0.0203109480126453	0.94058839052551
ATXN1L	-0.511205895230873	7.95396714572914	-4.57186440070676	0.000176323778465999	0.020534370185912	0.921517147742192
ARRB1	-0.645565522197805	6.93150754498406	-4.56979015175133	0.000177186033229132	0.020534370185912	0.917021714409056
MRPL17	0.744168350006516	8.9976042445525	4.5696818476759	0.000177231171247455	0.020534370185912	0.916786986018993
C2orf15	0.54691914184249	4.99059848882828	4.56020580990685	0.000181225712374888	0.0208942586032223	0.896247398571131
AK055981	-0.862079203793111	6.83674144500828	-4.55625593671403	0.000182917424397474	0.0209864283991639	0.887684728646772
FBXO16 /// ZNF395	-0.683076089964866	6.19635617775763	-4.55206994987448	0.000184727635193823	0.0210912329114501	0.878609440759733
LPIN1	-0.612780897322598	6.8708513741434	-4.54544653621105	0.000187628849934373	0.0212778108449928	0.864248187781169
C15orf59	-0.566429694326554	4.838958758311	-4.54232797252201	0.000189010709008003	0.0212778108449928	0.857485680710127
BUB1B	0.917265573940906	5.29014492779265	4.54218167632296	0.000189075785144706	0.0212778108449928	0.857168431658073
EID3	-1.20023684242439	5.62589370938098	-4.53506305154831	0.000192269745837262	0.0215342115337733	0.841730303122199
CCDC14	0.46695984579854	5.54434557279098	4.53090641534182	0.000194159807656575	0.021588686915926	0.832714828471818
DPT	-1.57479243435024	6.47336309406113	-4.52812719966661	0.00019543397216258	0.021588686915926	0.826686484747444
CETN2	-0.769926424502368	9.50369394198554	-4.52796239624578	0.000195509792223309	0.021588686915926	0.826329002661564
MYH11	-1.18319956618024	9.30897758372612	-4.52127017262562	0.000198613798321141	0.0218289557780992	0.811811667127052
FBXO17	-1.23685140700807	5.9198114169734	-4.51500703321716	0.000201563733210605	0.0220501349075043	0.798223478244398
PAFAH1B1	-0.444202534560521	8.20712659182601	-4.50662170512499	0.000205582417522979	0.0223856410191688	0.780028635021944
GNA11	-0.50035334178001	6.79564367905007	-4.50383713970168	0.000206934691221237	0.0224145028066769	0.773985952970667
C3orf70	-1.32454573714045	6.73786681789428	-4.50058405979076	0.000208525837339513	0.0224145028066769	0.766926183342485
SNORA76C /// SNORD104	0.905251827386379	8.43105440781725	4.49852420557766	0.000209539716018533	0.0224145028066769	0.762455717531724
PARVA	-0.739061235452232	8.01272173889321	-4.49828157939968	0.00020965946502844	0.0224145028066769	0.761929139443335
RHPN1	0.74154624300768	6.18571897031152	4.49079666427017	0.000213387710983486	0.0226583584511757	0.745683329832478
PYCR1	1.33948674165841	6.8982568054969	4.48984367947282	0.000213867158850383	0.0226583584511757	0.743614750327817
CFL2	-0.887298828967898	8.26697691659926	-4.48784384082413	0.000214876808332363	0.0226632400537093	0.739273726208026
GPM6B	-0.950776340205479	7.84934376677807	-4.48310625096943	0.000217287840565462	0.0227922244540509	0.728989311254999
BLM	0.621757738633606	5.63248380419904	4.4816432715017	0.000218037861486456	0.0227922244540509	0.725813292416003
HEXIM1	-0.606416642226923	8.26895519497542	-4.47811076039613	0.000219859621125214	0.0228809658799338	0.718144155710811
LOC100507557	-0.847748745360567	5.58499742421882	-4.47033545339296	0.000223923590407251	0.0232012460192887	0.701262271959562
CORO1C	-0.753819131747077	9.63755381410657	-4.46196746603621	0.000228381837554074	0.0235486332163761	0.683091188423601
RHOBTB2	-0.616063443595462	5.4042395013669	-4.45870983267434	0.000230141474737436	0.0235486332163761	0.67601659027352
TBL1X	-0.705503664892924	7.02463710077389	-4.45690892002691	0.000231120100138856	0.0235486332163761	0.672105397219144
SLC25A19	0.6792071378434	6.42351200812657	4.45588562473664	0.000231678028210382	0.0235486332163761	0.669882972690753
YPEL1	0.68653576102009	5.99758504891439	4.45215238155751	0.000233725005432803	0.0235486332163761	0.661774704520857
PAFAH1B3	0.614599340514251	7.23062066076936	4.45160597711292	0.000234026127290242	0.0235486332163761	0.660587924703101
NCAPG	0.447207071414147	5.61079705540928	4.45113703456493	0.000234284871285374	0.0235486332163761	0.659569382813609
SLC25A2	0.680934936806226	4.12273756027185	4.44515195703968	0.000237612584171717	0.0237814807647608	0.646569183644925
CTD-2313J17.5	0.733152782212279	5.65397329124009	4.44018232489679	0.000240411806297832	0.0239596851022246	0.635773763200645
